,accom_icons,bookings_count,campsites_count,distance_to_search_place,favorites_count,has_enough_recommends,id,insertion_id,is_highly_demanded,is_instant_bookable,is_newly_live,is_price_discount,lat,lng,name,owner_first_name,park_name,park_url,price_per_night,price_per_night_formatted,price_per_night_base_formatted,recommends_count,recommends_percentage,url,state_abbrv_name,state_name,city_name,country_code,is_verified,market
137,rv,0,1,None,0,0,151485,c9p9pj67pepgp24n67r0,0,1,0,0,32.8506033223595,-95.5161072453689,Mohican @ Lake Fork exas,Shari,Shari L.’s Land,/en-US/discover/texas/shari-l-s-land-1,60,60,60,0,0.0,https://www.hipcamp.com/en-US/texas/shari-l-s-land-1/mohican-lake-fork-texas,X,exas,Quitman,US,0,"Texas Hill Country, TX"
138,"['tent', 'rv']",0,10,None,2,0,138167,c9p9pj67pepgp24n67rg,0,1,0,0,32.8715343530643,-95.3505109453336,Primitive camping with fishing,James,Primitive camping with fishing,/en-US/discover/texas/primitive-camping-with-fishing,25,25,25,0,0.0,https://www.hipcamp.com/en-US/texas/primitive-camping-with-fishing/primitive-camping-with-fishing,X,exas,Quitman,US,0,"Texas Hill Country, TX"
139,tent,0,4,None,0,0,144455,c9p9pj67pepgp24n67s0,0,1,0,0,33.123434,-96.311808, ranquil creage with Pond ,herry,ranquil creage ,/en-US/discover/texas/cherry-h-s-land,42,42,42,0,0.0,https://www.hipcamp.com/en-US/texas/cherry-h-s-land/tranquil-acreage-with-pond,X,exas,Farmersville,US,0,"Texas Hill Country, TX"
140,rv,1,2,None,14,1,60930,c9p9pj67pepgp24n67sg,0,1,0,0,32.1770687746718,-94.8222040790971,Buffalo Ridge RV Park,Natania,Buffalo Ridge RV Park,/en-US/discover/texas/buffalo-ridge-rv-park,40,40,40,1,100.0,https://www.hipcamp.com/en-US/texas/buffalo-ridge-rv-park/buffalo-ridge-rv-park,X,exas,Henderson,US,0,"Texas Hill Country, TX"
141,tent,0,5,None,0,0,145287,c9p9pj67pepgp24n67t0,0,0,0,0,31.71684985617258,-94.93337139938682,Evergreen amping dventures,Jenna,Green cres,/en-US/discover/texas/green-acres-4,42,42,42,0,0.0,https://www.hipcamp.com/en-US/texas/green-acres-4/evergreen-camping-adventures,X,exas,,US,0,"Texas Hill Country, TX"
142,rv,0,41,None,5,0,19549,c9p9pj67pepgp24n67tg,0,1,0,0,31.797,-95.1762,ountry Estates RV Park,Larry,ountry Estates RV Park,/en-US/discover/texas/country-estates-rv-park,35,35,35,0,0.0,https://www.hipcamp.com/en-US/texas/country-estates-rv-park/country-estates-rv-park,X,exas,Rusk,US,0,"Texas Hill Country, TX"
143,house,0,5,None,0,0,151847,c9p9pj67pepgp24n67u0,0,1,1,0,32.6126170865862,-95.26052170004272,abins in the Woods 5min. fr. Beach,Randi,Randi H.’s Land,/en-US/discover/texas/randi-h-s-land-1,229,229,229,0,0.0,https://www.hipcamp.com/en-US/texas/randi-h-s-land-1/cabins-in-the-woods-5min-fr-beach,X,exas,Hawkins,US,0,"Texas Hill Country, TX"
144,rv,0,2,None,7,0,139139,c9p9pj67pepgp24n67ug,0,1,0,0,30.6248792304593,-97.5189362605841,Secluded Small Farm,Evan,Secluded Small Farm,/en-US/discover/texas/secluded-small-farm,75,75,75,0,0.0,https://www.hipcamp.com/en-US/texas/secluded-small-farm/secluded-small-farm,X,exas,None,US,0,"Texas Hill Country, TX"
145,"['tent', 'rv']",0,15,None,4,0,132485,c9p9pj67pepgp24n67v0,0,1,0,0,31.1099509079173067,-96.5310027756652867,BJllen’s Primitive Family amping ,Brandon  &  Mary M,BJllen’s Primitive Family amping ,/en-US/discover/texas/bjallen-s-primitive-family-camping,30,30,30,0,0.0,https://www.hipcamp.com/en-US/texas/bjallen-s-primitive-family-camping/bjallen-s-primitive-family-camping,X,exas,Franklin,US,0,"Texas Hill Country, TX"
146,rv,1,1,None,7,0,78563,c9p9pj67pepgp24n67vg,0,0,0,0,33.578,-96.1873,Respite at Four Winds,assondra,Respite at Four Winds,/en-US/discover/texas/respite-at-four-winds,75,75,75,0,0.0,https://www.hipcamp.com/en-US/texas/respite-at-four-winds/respite-at-four-winds,X,exas,Bonham,US,0,"Texas Hill Country, TX"
147,rv,0,2,None,3,0,87377,c9p9pj67pepgp24n6800,0,0,0,0,32.78831215,-94.88385165,Piney woods,Benjamin,Piney woods,/en-US/discover/texas/piney-woods,35,35,35,0,0.0,https://www.hipcamp.com/en-US/texas/piney-woods/piney-woods,X,exas,Gilmer,US,0,"Texas Hill Country, TX"
148,rv,1,3,None,12,1,52742,c9p9pj67pepgp24n680g,0,0,0,0,33.593,-95.8575,Back-In oncrete RV Site - Large,had,Kevin B.’s Land,/en-US/discover/texas/kevin-b-s-land-2,60,60,60,1,100.0,https://www.hipcamp.com/en-US/texas/kevin-b-s-land-2/back-in-concrete-rv-site-large,X,exas,None,US,0,"Texas Hill Country, TX"
149,tent,0,2,None,6,0,98937,c9p9pj67pepgp24n6810,0,0,0,0,33.0881531661022,-94.913900274725,LaMonki amps,Godwill,LaMonki amps,/en-US/discover/texas/lamonki-camps,25,25,25,0,0.0,https://www.hipcamp.com/en-US/texas/lamonki-camps/lamonki-camps,X,exas,,US,0,"Texas Hill Country, TX"
150,"['tent', 'rv']",0,5,None,5,0,30861,c9p9pj67pepgp24n681g,0,0,0,0,31.12206,-95.84942,Nice place for sound of the wind !,arlos,Villegas Valley,/en-US/discover/texas/villegas-valley,50,50,50,0,0.0,https://www.hipcamp.com/en-US/texas/villegas-valley/nice-place-for-sound-of-the-wind,X,exas,Leona,US,0,"Texas Hill Country, TX"
151,rv,0,4,None,9,0,70039,c9p9pj67pepgp24n682g,0,1,0,0,33.3351203483477,-95.5394951048051,Open ountry amping Sight,avid,Open ountry amping Sight,/en-US/discover/texas/open-country-camping-sight,20,20,20,0,0.0,https://www.hipcamp.com/en-US/texas/open-country-camping-sight/open-country-camping-sight,X,exas,Sulphur Springs,US,0,"Texas Hill Country, TX"
152,"['tent', 'rv']",0,3,None,5,0,80052,c9p9pj67pepgp24n6830,0,0,0,0,31.0662247333333333,-95.0130392666666667,It ain’t pretty farm field,Michelle ,It ain’t pretty farm field,/en-US/discover/texas/it-ain-t-pretty-farm-field,18,18,18,0,0.0,https://www.hipcamp.com/en-US/texas/it-ain-t-pretty-farm-field/it-ain-t-pretty-farm-field,X,exas,Groveton,US,0,"Texas Hill Country, TX"
153,tent,0,2,None,17,0,52237,c9p9pj67pepgp24n683g,0,0,0,0,33.54016,-96.95758,Hammock amping,pril ,amp onkawa Woods & Horse amp,/en-US/discover/texas/camp-tonkawa-woods-horse-camp,30,30,30,0,0.0,https://www.hipcamp.com/en-US/texas/camp-tonkawa-woods-horse-camp/hammock-camping,X,exas,ollinsville,US,0,"Texas Hill Country, TX"
154,rv,0,3,None,1,0,137793,c9p9pj67pepgp24n6840,0,1,0,0,30.674502,-96.36057,Peaceful Bryan/ollegeStation Oasis,Shane,Peaceful Bryan/ollegeStation Oasis,/en-US/discover/texas/peaceful-bryan-collegestation-oasis,75,75,75,0,0.0,https://www.hipcamp.com/en-US/texas/peaceful-bryan-collegestation-oasis/peaceful-bryan-collegestation-oasis,X,exas,Bryan,US,0,"Texas Hill Country, TX"
155,"['tent', 'rv']",9,4,None,28,1,31313,c9p9pj67pepgp24n684g,0,1,0,0,31.3318289,-97.3830923,Enchanted Bluebonnet erraces,Wilson ,Enchanted erraces,/en-US/discover/texas/enchanted-terraces,30,30,30,5,60.0,https://www.hipcamp.com/en-US/texas/enchanted-terraces/enchanted-bluebonnet-terraces,X,exas,Moody,US,1,"Texas Hill Country, TX"
156,house,0,1,None,5,0,135221,c9p9pj67pepgp24n6850,0,1,0,0,31.3004524921741,-94.8033127005943,Living the RV Life!,Lanetia,Living the RV Life!,/en-US/discover/texas/living-the-rv-life,85,85,85,0,0.0,https://www.hipcamp.com/en-US/texas/living-the-rv-life/living-the-rv-life,X,exas,Lufkin,US,0,"Texas Hill Country, TX"
157,"['tent', 'rv']",1,2,None,12,0,59772,c9p9pj67pepgp24n685g,0,0,0,0,31.103,-95.09445,MELLONMN XLUSIVE RV Spots,William,MELLONMN XLUSIVE RV Spots,/en-US/discover/texas/mellonman-xclusive-rv-spots,50,50,50,0,0.0,https://www.hipcamp.com/en-US/texas/mellonman-xclusive-rv-spots/mellonman-xclusive-rv-spots,X,exas,Groveton,US,0,"Texas Hill Country, TX"
158,rv,0,1,None,13,0,52738,c9p9pj67pepgp24n686g,0,0,0,0,33.594,-95.8605,Back-In oncrete RV Site,had,Kevin B.’s Land,/en-US/discover/texas/kevin-b-s-land-2,50,50,50,0,0.0,https://www.hipcamp.com/en-US/texas/kevin-b-s-land-2/back-in-concrete-rv-site,X,exas,None,US,0,"Texas Hill Country, TX"
159,tent,0,1,None,3,0,137481,c9p9pj67pepgp24n6870,0,1,0,0,33.5838365697593,-94.9644789014744,20 acres of trees Peace and quiet,Yvonne ,20 acres of trees Peace and quiet,/en-US/discover/texas/20-acres-of-trees-peace-and-quiet,25,25,25,0,0.0,https://www.hipcamp.com/en-US/texas/20-acres-of-trees-peace-and-quiet/20-acres-of-trees-peace-and-quiet,X,exas,None,US,0,"Texas Hill Country, TX"
160,house,2,1,None,3,0,65543,c9p9pj67pepgp24n687g,0,1,0,0,33.091,-94.9158,2021 Hartland RV,Lynda,oppergate Ranch,/en-US/discover/texas/coppergate-ranch,100,100,100,0,0.0,https://www.hipcamp.com/en-US/texas/coppergate-ranch/2021-hartland-rv,X,exas,Mount Pleasant,US,0,"Texas Hill Country, TX"
