,names,urls,prices,state
0,Leaning Tree Woods,https://www.tentrr.com/explore/Oklahoma/Leaning-Tree-Woods?start=&end=&number_of_people=2,65,Oklahoma
1,Red River Sandbox,https://www.tentrr.com/explore/Oklahoma/Red-River-Sandbox?start=&end=&number_of_people=2,16,Oklahoma
2,Nightsong Woods,https://www.tentrr.com/explore/Oklahoma/Nightsong-Woods?start=&end=&number_of_people=2,20,Oklahoma
