,names,urls,prices,state
10,Lake Taghkanic Lakeside Single - Site B,https://www.tentrr.com/explore/New-York/Lake-Taghkanic-Lakeside-Single-Site-B?start=&end=&number_of_people=2,135,New York
11,Twin Ponds on the FARM,https://www.tentrr.com/explore/New-York/Twin-Ponds-on-the-FARM?start=&end=&number_of_people=2,112,New York
0,Hemlock Ridge,https://www.tentrr.com/explore/New-York/Hemlock-Ridge?start=&end=&number_of_people=2,96,New York
1,Creekside Zen in Catskills,https://www.tentrr.com/explore/New-York/Creekside-Zen-in-Catskills?start=&end=&number_of_people=2,108,New York
2,Sparrow's Hideaway ,https://www.tentrr.com/explore/New-York/Sparrow-s-Hideaway?start=&end=&number_of_people=2,84,New York
3,Emerald Bowling Green,https://www.tentrr.com/explore/New-York/Emerald-Bowling-Green?start=&end=&number_of_people=2,79,New York
4,Vista Valley wooded pond Sites 2,https://www.tentrr.com/explore/New-York/Vista-Valley-wooded-pond-Sites-2?start=&end=&number_of_people=2,120,New York
5,Elizabeth's New Site 2 ,https://www.tentrr.com/explore/New-York/Elizabeth-s-New-Site-2?start=&end=&number_of_people=2,120,New York
6,Moonlit Pond South,https://www.tentrr.com/explore/New-York/Moonlit-Pond-South?start=&end=&number_of_people=2,108,New York
7,Camp Clausen Farm,https://www.tentrr.com/explore/New-York/Camp-Clausen-Farm?start=&end=&number_of_people=2,140,New York
8,Hogan's Landing,https://www.tentrr.com/explore/New-York/Hogan-s-Landing?start=&end=&number_of_people=2,130,New York
9,The Force at the Tentrr Catskill Retreat ,https://www.tentrr.com/explore/New-York/The-Force-at-the-Tentrr-Catskill-Retreat?start=&end=&number_of_people=2,349,New York
10,E and L Farms Catfish Pond,https://www.tentrr.com/explore/New-York/E-and-L-Farms-Catfish-Pond?start=&end=&number_of_people=2,140,New York
11,Creek Side Site,https://www.tentrr.com/explore/New-York/Creek-Side-Site?start=&end=&number_of_people=2,40,New York
0,Fenimore Slope,https://www.tentrr.com/explore/New-York/Fenimore-Slope?start=&end=&number_of_people=2,120,New York
1,Vista Valley Pond Campsite 1,https://www.tentrr.com/explore/New-York/Vista-Valley-Pond-Campsite-1?start=&end=&number_of_people=2,136,New York
2,Sweet Hill Glamping ,https://www.tentrr.com/explore/New-York/Sweet-Hill-Glamping?start=&end=&number_of_people=2,100,New York
3,Sean Billy Pond Hideaway,https://www.tentrr.com/explore/New-York/Sean-Billy-Pond-Hideaway?start=&end=&number_of_people=2,200,New York
4,The Hollow,https://www.tentrr.com/explore/New-York/The-Hollow?start=&end=&number_of_people=2,112,New York
5,Runamuk Farm,https://www.tentrr.com/explore/New-York/Runamuk-Farm?start=&end=&number_of_people=2,64,New York
6,WATER + WOODS,https://www.tentrr.com/explore/New-York/WATER-WOODS?start=&end=&number_of_people=2,120,New York
7,Mills Norrie State Park Site D,https://www.tentrr.com/explore/New-York/Mills-Norrie-State-Park-Site-D?start=&end=&number_of_people=2,135,New York
8,Flat Creek Island at Hoofbeats,https://www.tentrr.com/explore/New-York/Flat-Creek-Island-at-Hoofbeats?start=&end=&number_of_people=2,120,New York
9,Driftways Farm,https://www.tentrr.com/explore/New-York/Driftways-Farm?start=&end=&number_of_people=2,100,New York
10,Three Dog Knoll,https://www.tentrr.com/explore/New-York/Three-Dog-Knoll?start=&end=&number_of_people=2,108,New York
11,Strawberry Hill 2,https://www.tentrr.com/explore/New-York/Strawberry-Hill-2?start=&end=&number_of_people=2,104,New York
0,Hillsdale Hideaway,https://www.tentrr.com/explore/New-York/Hillsdale-Hideaway?start=&end=&number_of_people=2,100,New York
1,Strawberry Hill 1,https://www.tentrr.com/explore/New-York/Strawberry-Hill-1?start=&end=&number_of_people=2,104,New York
2,The Awen Center - Birch,https://www.tentrr.com/explore/New-York/The-Awen-Center-Birch?start=&end=&number_of_people=2,100,New York
3,Hessian Hill Farm,https://www.tentrr.com/explore/New-York/Hessian-Hill-Farm?start=&end=&number_of_people=2,96,New York
4,Meanwhile Back at the Farm Tent 2,https://www.tentrr.com/explore/New-York/Meanwhile-Back-at-the-Farm-Tent-2?start=&end=&number_of_people=2,135,New York
5,Treehouse Cabin Tent With Killer Views,https://www.tentrr.com/explore/New-York/Treehouse-Cabin-Tent-With-Killer-Views?start=&end=&number_of_people=2,125,New York
6,Robin Burkhardt's site,https://www.tentrr.com/explore/New-York/Robin-Burkhardt-s-site?start=&end=&number_of_people=2,30,New York
7,Peaceful Paradise,https://www.tentrr.com/explore/New-York/Peaceful-Paradise?start=&end=&number_of_people=2,176,New York
8,E and L Farms ,https://www.tentrr.com/explore/New-York/E-and-L-Farms?start=&end=&number_of_people=2,140,New York
9,Streamside in the Catskills,https://www.tentrr.com/explore/New-York/Streamside-in-the-Catskills?start=&end=&number_of_people=2,135,New York
10,Valley View Serenity,https://www.tentrr.com/explore/New-York/Valley-View-Serenity?start=&end=&number_of_people=2,150,New York
11,Bargate Trail Tent at Sky Parlor Farm,https://www.tentrr.com/explore/New-York/Bargate-Trail-Tent-at-Sky-Parlor-Farm?start=&end=&number_of_people=2,76,New York
0,"Retreat East Co, The Forest Experience",https://www.tentrr.com/explore/New-York/Retreat-East-Co-The-Forest-Experience?start=&end=&number_of_people=2,150,New York
1,Fern Gully,https://www.tentrr.com/explore/New-York/Fern-Gully?start=&end=&number_of_people=2,100,New York
2,Meanwhile Back at the Farm Tent 1,https://www.tentrr.com/explore/New-York/Meanwhile-Back-at-the-Farm-Tent-1?start=&end=&number_of_people=2,135,New York
3,Tranquil Farm ,https://www.tentrr.com/explore/New-York/Tranquil-Farm?start=&end=&number_of_people=2,80,New York
4,Sativa Views,https://www.tentrr.com/explore/New-York/Sativa-Views?start=&end=&number_of_people=2,112,New York
5,The Mellow Submarine Camp,https://www.tentrr.com/explore/New-York/The-Mellow-Submarine-Camp?start=&end=&number_of_people=2,119,New York
6,Indica Way,https://www.tentrr.com/explore/New-York/Indica-Way?start=&end=&number_of_people=2,112,New York
7,Campesito,https://www.tentrr.com/explore/New-York/Campesito?start=&end=&number_of_people=2,112,New York
8,Dogwood Tree Camp,https://www.tentrr.com/explore/New-York/Dogwood-Tree-Camp?start=&end=&number_of_people=2,80,New York
9,The Oak at The Farm,https://www.tentrr.com/explore/New-York/The-Oak-at-The-Farm?start=&end=&number_of_people=2,24,New York
10,Big Indian Wilderness Paradise,https://www.tentrr.com/explore/New-York/Big-Indian-Wilderness-Paradise?start=&end=&number_of_people=2,125,New York
11,FullDraw Ranch Camp,https://www.tentrr.com/explore/New-York/FullDraw-Ranch-Camp?start=&end=&number_of_people=2,148,New York
0,Mills Norrie State Park - Esopus Island Backcountry Site,https://www.tentrr.com/explore/New-York/Mills-Norrie-State-Park-Esopus-Island-Backcountry-Site?start=&end=&number_of_people=2,45,New York
1,Swinging Bridge Sanctuary,https://www.tentrr.com/explore/New-York/Swinging-Bridge-Sanctuary?start=&end=&number_of_people=2,156,New York
2,Grevlingard,https://www.tentrr.com/explore/New-York/Grevlingard?start=&end=&number_of_people=2,96,New York
3,Purling Waters at Tumblin' Falls,https://www.tentrr.com/explore/New-York/Purling-Waters-at-Tumblin-Falls?start=&end=&number_of_people=2,175,New York
4,Meadow Retreat at Little Leaf Farm,https://www.tentrr.com/explore/New-York/Meadow-Retreat-at-Little-Leaf-Farm?start=&end=&number_of_people=2,118,New York
5,Mountain View Campsite,https://www.tentrr.com/explore/New-York/Mountain-View-Campsite?start=&end=&number_of_people=2,60,New York
6,Brookside at Camp Relevé,https://www.tentrr.com/explore/New-York/Brookside-at-Camp-Releve?start=&end=&number_of_people=2,116,New York
7,Nuthatch,https://www.tentrr.com/explore/New-York/Nuthatch?start=&end=&number_of_people=2,80,New York
8,Woodland Escape,https://www.tentrr.com/explore/New-York/Woodland-Escape?start=&end=&number_of_people=2,28,New York
9,Creek Side at the Farm,https://www.tentrr.com/explore/New-York/Creek-Side-at-the-Farm?start=&end=&number_of_people=2,32,New York
10,Hidden Vista Camp,https://www.tentrr.com/explore/New-York/Hidden-Vista-Camp?start=&end=&number_of_people=2,40,New York
11,The Queen of the Catskills,https://www.tentrr.com/explore/New-York/The-Queen-of-the-Catskills?start=&end=&number_of_people=2,79,New York
0,The Yurt at Herondale Farm,https://www.tentrr.com/explore/New-York/The-Yurt-at-Herondale-Farm?start=&end=&number_of_people=2,120,New York
1,Davis Hollow Mountain Meadow ,https://www.tentrr.com/explore/New-York/Davis-Hollow-Mountain-Meadow?start=&end=&number_of_people=2,140,New York
2,Overall Rustic,https://www.tentrr.com/explore/New-York/Overall-Rustic?start=&end=&number_of_people=2,80,New York
3,Dry Brook Ridge Meadow,https://www.tentrr.com/explore/New-York/Dry-Brook-Ridge-Meadow?start=&end=&number_of_people=2,80,New York
4,Entire Glamping Campsite (2 tents + more) on 24 acres atop Ohayo Mtn. in Woodstock/Catskill Mtns.,https://www.tentrr.com/explore/New-York/Entire-Glamping-Campsite-2-tents-more-on-24-acres-atop-Ohayo-Mtn-in-Woodstock-Catskill-Mtns?start=&end=&number_of_people=2,317,New York
5,Streamside Eriegrove,https://www.tentrr.com/explore/New-York/Streamside-Eriegrove?start=&end=&number_of_people=2,64,New York
6,Moon Song Farm,https://www.tentrr.com/explore/New-York/Moon-Song-Farm?start=&end=&number_of_people=2,96,New York
7,Ashokan Reservoir Retreat ,https://www.tentrr.com/explore/New-York/Ashokan-Reservoir-Retreat?start=&end=&number_of_people=2,96,New York
8,SpiceWood,https://www.tentrr.com/explore/New-York/SpiceWood?start=&end=&number_of_people=2,100,New York
9,Gorges Hideaway at Little Leaf Farm,https://www.tentrr.com/explore/New-York/Gorges-Hideaway-at-Little-Leaf-Farm?start=&end=&number_of_people=2,126,New York
10,The Pines at the Farm,https://www.tentrr.com/explore/New-York/The-Pines-at-the-Farm?start=&end=&number_of_people=2,32,New York
11,Piney Wood Hills,https://www.tentrr.com/explore/New-York/Piney-Wood-Hills?start=&end=&number_of_people=2,130,New York
0,Pucker Ridge Farm,https://www.tentrr.com/explore/New-York/Pucker-Ridge-Farm?start=&end=&number_of_people=2,96,New York
1,Tall Grass at The Farm,https://www.tentrr.com/explore/New-York/Tall-Grass-at-The-Farm?start=&end=&number_of_people=2,32,New York
2,Tivoli Trails,https://www.tentrr.com/explore/New-York/Tivoli-Trails?start=&end=&number_of_people=2,100,New York
3,Escape To Nature Safari Tent,https://www.tentrr.com/explore/New-York/Escape-To-Nature-Safari-Tent?start=&end=&number_of_people=2,169,New York
4,Orchard and Gorge at South Hill Cider ,https://www.tentrr.com/explore/New-York/Orchard-and-Gorge-at-South-Hill-Cider?start=&end=&number_of_people=2,120,New York
