,names,urls,prices,state
0,Peaceful Table Rock Lake Retreat,https://www.tentrr.com/explore/Arkansas/Peaceful-Table-Rock-Lake-Retreat?start=&end=&number_of_people=2,68,Arkansas
1,Pete Sang Lub,https://www.tentrr.com/explore/Arkansas/Pete-Sang-Lub?start=&end=&number_of_people=2,85,Arkansas
