,names,urls,prices,state
0,Backcountry Campsite on Ward Family Homestead/Current Creek Mountain 1,https://www.tentrr.com/explore/Utah/Backcountry-Campsite-on-Ward-Family-Homestead-Current-Creek-Mountain-1?start=&end=&number_of_people=2,47,Utah
1,Fairview Acres,https://www.tentrr.com/explore/Utah/Fairview-Acres?start=&end=&number_of_people=2,120,Utah
